run_accession,secondary_study_accession,sample_accession,secondary_sample_accession,experiment_accession,study_accession,submission_accession,tax_id,scientific_name,instrument_platform,instrument_model,library_name,nominal_length,library_layout,library_strategy,library_source,library_selection,read_count,base_count,center_name,first_public,last_updated,experiment_title,study_title,study_alias,experiment_alias,run_alias,fastq_bytes,fastq_md5,fastq_ftp,fastq_aspera,fastq_galaxy,submitted_bytes,submitted_md5,submitted_ftp,submitted_aspera,submitted_galaxy,submitted_format,sra_bytes,sra_md5,sra_ftp,sra_aspera,sra_galaxy,sample_alias,broker_name,sample_title,nominal_sdev,first_created,IDENTIFIERS__PRIMARY_ID,IDENTIFIERS__SECONDARY_ID,IDENTIFIERS__EXTERNAL_ID__namespace,IDENTIFIERS__EXTERNAL_ID__text,IDENTIFIERS__SUBMITTER_ID__namespace,IDENTIFIERS__SUBMITTER_ID__text,SAMPLE_NAME__TAXON_ID,SAMPLE_NAME__SCIENTIFIC_NAME,SAMPLE_NAME__COMMON_NAME,TITLE,DESCRIPTION,strain,INSDC_secondary_accession,NCBI_submission_package,organism,sex,tissue,dev_stage,sample_type,BioSampleModel,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,age
SRR3997923,SRP080894,SAMN05449977,SRS1600071,SRX1998682,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M17,,PAIRED,AMPLICON,GENOMIC,PCR,18837,11170043,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M17,1B7S7_S19_L001_R1_001.fastq.gz,2201660;3531112,0e2a46124a727c5060a79cd8a96bbaf5;4a29828854bf4441cf12e82519fa54fa,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997923/SRR3997923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997923/SRR3997923_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997923/SRR3997923_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997923/SRR3997923_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997923/SRR3997923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997923/SRR3997923_2.fastq.gz,,,,,,,7039951,823b7891d289dc7ea853901105901ede,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997923,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997923,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997923,M17,,1B7S7,,2017-12-01,SAMN05449977,SRS1600071,BioSample,SAMN05449977,SAHMRI,M17,10090,Mus musculus,house mouse,1B7S7,G1,C57BL/6J,SRS1600071,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G1-mouse17,Model organism or animal,2017-09-28,2017-09-28,
SRR3997932,SRP080894,SAMN05449985,SRS1600080,SRX1998691,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M25,,PAIRED,AMPLICON,GENOMIC,PCR,17562,10377910,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M25,2E5S7_S149_L001_R2_001.fastq.gz,1957521;3314541,a9cecd0f51b36f778950157ca37fa797;934afa03cd0c6fae7578811fd1437503,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997932/SRR3997932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997932/SRR3997932_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997932/SRR3997932_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997932/SRR3997932_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997932/SRR3997932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997932/SRR3997932_2.fastq.gz,,,,,,,6507009,378050d26220474522d2059ec5523976,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997932,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3997932,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997932,M25,,2E5S7,,2017-12-01,SAMN05449985,SRS1600080,BioSample,SAMN05449985,SAHMRI,M25,10090,Mus musculus,house mouse,2E5S7,G2,C57BL/6J,SRS1600080,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G2-mouse3,Model organism or animal,2017-09-28,2017-09-28,
SRR3997972,SRP080894,SAMN05449992,SRS1600096,SRX1998707,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M32,,PAIRED,AMPLICON,GENOMIC,PCR,17270,10253464,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M32,2F2S7_S158_L001_R1_001.fastq.gz,1999855;3216909,b238100676dece4d9e1488fee18a75ad;ed0a8f7689e890b61bd04b47424cec6d,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997972/SRR3997972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997972/SRR3997972_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997972/SRR3997972_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997972/SRR3997972_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997972/SRR3997972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997972/SRR3997972_2.fastq.gz,,,,,,,6464309,dee5d2adcee01972dc30f940bf7fd4a0,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997972,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3997972,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997972,M32,,2F2S7,,2017-12-01,SAMN05449992,SRS1600096,BioSample,SAMN05449992,SAHMRI,M32,10090,Mus musculus,house mouse,2F2S7,G2,C57BL/6J,SRS1600096,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G2-mouse10,Model organism or animal,2017-09-28,2017-09-28,
SRR3997976,SRP080894,SAMN05449996,SRS1600100,SRX1998711,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M36,,PAIRED,AMPLICON,GENOMIC,PCR,21566,12764895,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M36,2E12S7_S156_L001_R2_001.fastq.gz,2406369;4083492,d0d8e99acc7a3c9c30244e8a47875cb9;d473f71fa66a7d263fa1357982891904,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997976/SRR3997976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997976/SRR3997976_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3997976/SRR3997976_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3997976/SRR3997976_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997976/SRR3997976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997976/SRR3997976_2.fastq.gz,,,,,,,8049350,7ffe806e5fe41d0599695de3e094a7f8,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997976,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3997976,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997976,M36,,2E12S7,,2017-12-01,SAMN05449996,SRS1600100,BioSample,SAMN05449996,SAHMRI,M36,10090,Mus musculus,house mouse,2E12S7,G3,C57BL/6J,SRS1600100,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse2,Model organism or animal,2017-09-28,2017-09-28,
SRR3997999,SRP080894,SAMN05450005,SRS1600123,SRX1998734,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M45,,PAIRED,AMPLICON,GENOMIC,PCR,19034,11312734,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M45,2G1S7_S169_L001_R1_001.fastq.gz,2145471;3560936,41cce11bcae7af663bbdd3a7cb877ca8;7eff73f801146dbf90848b47dce2a228,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997999/SRR3997999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997999/SRR3997999_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997999/SRR3997999_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3997999/SRR3997999_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997999/SRR3997999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3997999/SRR3997999_2.fastq.gz,,,,,,,7056670,e0a285c875d2c6cd1799df47a315ccf5,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997999,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3997999,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3997999,M45,,2G1S7,,2017-12-01,SAMN05450005,SRS1600123,BioSample,SAMN05450005,SAHMRI,M45,10090,Mus musculus,house mouse,2G1S7,G3,C57BL/6J,SRS1600123,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse11,Model organism or animal,2017-09-28,2017-09-28,
SRR3998000,SRP080894,SAMN05450006,SRS1600124,SRX1998735,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M46,,PAIRED,AMPLICON,GENOMIC,PCR,20864,12417963,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M46,2G2S7_S170_L001_R2_001.fastq.gz,2632555;3978861,1ff9919f1383da5a3f2d62581aaa8ccc;52fe9fde8a8f749f1b63b5589baf2a50,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998000/SRR3998000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998000/SRR3998000_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998000/SRR3998000_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998000/SRR3998000_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998000/SRR3998000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998000/SRR3998000_2.fastq.gz,,,,,,,7925304,9bf70ed77b1b4dd751d17ade899916e3,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998000,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3998000,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998000,M46,,2G2S7,,2017-12-01,SAMN05450006,SRS1600124,BioSample,SAMN05450006,SAHMRI,M46,10090,Mus musculus,house mouse,2G2S7,G3,C57BL/6J,SRS1600124,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse12,Model organism or animal,2017-09-28,2017-09-28,
SRR3998001,SRP080894,SAMN05450007,SRS1600126,SRX1998736,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M47,,PAIRED,AMPLICON,GENOMIC,PCR,14234,8437723,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M47,2G3S7_S171_L001_R2_001.fastq.gz,1742532;2756879,c13869e89debc5c33857b743302cbd62;3bb9698dac08d91539387b40119c5922,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998001/SRR3998001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998001/SRR3998001_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998001/SRR3998001_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998001/SRR3998001_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998001/SRR3998001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998001/SRR3998001_2.fastq.gz,,,,,,,5433408,8888e164edf574756256e5ed1e064ef1,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998001,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3998001,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998001,M47,,2G3S7,,2017-12-01,SAMN05450007,SRS1600126,BioSample,SAMN05450007,SAHMRI,M47,10090,Mus musculus,house mouse,2G3S7,G3,C57BL/6J,SRS1600126,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse13,Model organism or animal,2017-09-28,2017-09-28,
SRR3998004,SRP080894,SAMN05450010,SRS1600128,SRX1998739,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M50,,PAIRED,AMPLICON,GENOMIC,PCR,17261,10224363,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M50,2G6S7_S174_L001_R1_001.fastq.gz,1975430;3304483,0ae3db74397d3d2ca5d7b1123e8266cf;ec69ee7af3dd03e4d240b1a533cfa96f,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998004/SRR3998004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998004/SRR3998004_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998004/SRR3998004_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998004/SRR3998004_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998004/SRR3998004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998004/SRR3998004_2.fastq.gz,,,,,,,6471830,3c7c2e470c8399a4f439dac8740eb486,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998004,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3998004,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998004,M50,,2G6S7,,2017-12-01,SAMN05450010,SRS1600128,BioSample,SAMN05450010,SAHMRI,M50,10090,Mus musculus,house mouse,2G6S7,G3,C57BL/6J,SRS1600128,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse16,Model organism or animal,2017-09-28,2017-09-28,
SRR3998006,SRP080894,SAMN05450011,SRS1600130,SRX1998741,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M51,,PAIRED,AMPLICON,GENOMIC,PCR,17884,10562698,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M51,2G7S7_S175_L001_R2_001.fastq.gz,2023492;3326683,1fc168db22f3f9bc1a6b2d433b2c6bba;56f216d165ba78ba679418ea2fa1d01c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998006/SRR3998006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998006/SRR3998006_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998006/SRR3998006_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3998006/SRR3998006_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998006/SRR3998006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3998006/SRR3998006_2.fastq.gz,,,,,,,6601853,5a3017cad25878271e80542ec6fe77f7,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998006,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3998006,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3998006,M51,,2G7S7,,2017-12-01,SAMN05450011,SRS1600130,BioSample,SAMN05450011,SAHMRI,M51,10090,Mus musculus,house mouse,2G7S7,G3,C57BL/6J,SRS1600130,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse17,Model organism or animal,2017-09-28,2017-09-28,
SRR3998007,SRP080894,SAMN05450012,SRS1600131,SRX1998742,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M52,,PAIRED,AMPLICON,GENOMIC,PCR,12176,7227451,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M52,2G8S7_S176_L001_R1_001.fastq.gz,1419883;2328656,578f5010eab89dcf26be87498a27aeb9;8800b88d871fb413b76bdd60fb61b048,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998007/SRR3998007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998007/SRR3998007_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3998007/SRR3998007_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3998007/SRR3998007_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998007/SRR3998007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3998007/SRR3998007_2.fastq.gz,,,,,,,4569515,1c7ec8869a0a8e5948d6f63aedecc5c9,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3998007,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/007/SRR3998007,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3998007,M52,,2G8S7,,2017-12-01,SAMN05450012,SRS1600131,BioSample,SAMN05450012,SAHMRI,M52,10090,Mus musculus,house mouse,2G8S7,G3,C57BL/6J,SRS1600131,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse18,Model organism or animal,2017-09-28,2017-09-28,
SRR3998009,SRP080894,SAMN05450014,SRS1600133,SRX1998744,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M54,,PAIRED,AMPLICON,GENOMIC,PCR,15059,8910416,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M54,2G10S7_S178_L001_R1_001.fastq.gz,1782046;2893938,86629336c6a3ab62eac2a7d3a9c2f37c;d76d96a5e6642be5cf2ca05c39dab51e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998009/SRR3998009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998009/SRR3998009_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998009/SRR3998009_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/009/SRR3998009/SRR3998009_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998009/SRR3998009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/009/SRR3998009/SRR3998009_2.fastq.gz,,,,,,,5647485,e32edd5720a98bb71738060d8566e080,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998009,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/009/SRR3998009,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/009/SRR3998009,M54,,2G10S7,,2017-12-01,SAMN05450014,SRS1600133,BioSample,SAMN05450014,SAHMRI,M54,10090,Mus musculus,house mouse,2G10S7,G3,C57BL/6J,SRS1600133,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse20,Model organism or animal,2017-09-28,2017-09-28,
SRR3998011,SRP080894,SAMN05450016,SRS1600135,SRX1998746,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M56,,PAIRED,AMPLICON,GENOMIC,PCR,18707,11101719,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M56,2G12S7_S180_L001_R2_001.fastq.gz,2144802;3492999,a406ce9da0864e29271a85e686844b32;cd64771929c5e02856774b34da5d46b1,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998011/SRR3998011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998011/SRR3998011_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998011/SRR3998011_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998011/SRR3998011_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998011/SRR3998011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998011/SRR3998011_2.fastq.gz,,,,,,,6973891,f52d0a0df8f16d940234edf02b424451,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998011,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3998011,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998011,M56,,2G12S7,,2017-12-01,SAMN05450016,SRS1600135,BioSample,SAMN05450016,SAHMRI,M56,10090,Mus musculus,house mouse,2G12S7,G3,C57BL/6J,SRS1600135,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse22,Model organism or animal,2017-09-28,2017-09-28,
SRR3998014,SRP080894,SAMN05450019,SRS1600138,SRX1998749,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M59,,PAIRED,AMPLICON,GENOMIC,PCR,16467,9790132,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M59,2H3S7_S183_L001_R2_001.fastq.gz,1971013;3159358,92123f5f55d4acd574f740bcce27a9e9;aa4d3d7ff8718ba4f3bf8dee937cd295,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998014/SRR3998014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998014/SRR3998014_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998014/SRR3998014_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3998014/SRR3998014_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998014/SRR3998014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3998014/SRR3998014_2.fastq.gz,,,,,,,6224737,6aa2688d6facae1b7d07eeaf27f8d266,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998014,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3998014,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3998014,M59,,2H3S7,,2017-12-01,SAMN05450019,SRS1600138,BioSample,SAMN05450019,SAHMRI,M59,10090,Mus musculus,house mouse,2H3S7,G3,C57BL/6J,SRS1600138,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse25,Model organism or animal,2017-09-28,2017-09-28,
SRR3998015,SRP080894,SAMN05450020,SRS1600139,SRX1998750,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M60,,PAIRED,AMPLICON,GENOMIC,PCR,11049,6528081,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M60,4B10S9_S310_L001_R2_001.fastq.gz,1025304;1814879,79814901afd1feb8c02b75ede39ceb5f;e12fad2572c5b2c76dbf1ca5f9d9421b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998015/SRR3998015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998015/SRR3998015_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998015/SRR3998015_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998015/SRR3998015_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998015/SRR3998015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998015/SRR3998015_2.fastq.gz,,,,,,,3674026,ee4785af8419a1a341099f7b43573446,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998015,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3998015,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998015,M60,,4B10S9,,2017-12-01,SAMN05450020,SRS1600139,BioSample,SAMN05450020,SAHMRI,M60,10090,Mus musculus,house mouse,4B10S9,G6,C57BL/6J,SRS1600139,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse1,Model organism or animal,2017-09-28,2017-09-28,
